Conference,Year,Title,PaperType,Matched,Abstract,Highlights,Link,AuthorNames,AuthorAffiliation
Nicotine & Tobacco Research,2016,Effect of Different Case Definitions of Current Smoking on the Discovery of Smoking-Related Blood Gene Expression Signatures in Chronic Obstructive Pulmonary Disease,article,['sex'],"Introduction: Smoking is the number one modifiable environmental risk factor for chronic obstructive pulmonary disease (COPD). Clinical, epidemiological and increasingly “omics” studies assess or adjust for current smoking status using only self-report, which may be inaccurate. Objective measures such as exhaled carbon monoxide (eCO) may also be problematic owing to limitations in the measurements and the relatively short half life of the molecule. In this study, we determined the impact of different case definitions of current cigarette smoking on gene expression in peripheral blood of patients with COPD. Methods:  Peripheral blood gene expression from 573 former- and current-smokers with COPD in the ECLIPSE study was used to find genes whose expression was associated with smoking status. Current smoking was defined using self-report, eCO concentrations, or both. Linear regression was used to determine the association of current smoking status with gene expression adjusting for age, sex and propensity score. Pathway enrichment analyses were performed on genes with P < .001.  Result: Using self-report or eCO, only two genes were differentially expressed between current and ex-smokers, with no enrichment in biological processes. When current smoking was defined using both eCO and self-report, four genes were differentially expressed (LRRN3, PID1, FUCA1, GPR15) with enrichment in 40 biological pathways related to metabolic processes, response to hypoxia and hormonal stimulus. Additionally, the combined definition provided better distributions of test statistics for differential gene expression. Conclusion: A combined phenotype of eCO and self report allows for better discovery of genes and pathways related to current smoking. Implications: Studies relying only on self report of smoking status to assess or adjust for the impact of smoking may not fully capture its effect and will lead to residual confounding of results. ",,http://dx.doi.org/10.1093/ntr/ntw129,"Obeidat, Ma’en; Ding, Xiaoting; Fishbane, Nick; Hollander, Zsuzsanna; Ng, Raymond T.; McManus, Bruce; Tebbutt, Scott J.; Miller, Bruce E.; Rennard, Stephen; Paré, Peter D.; Sin, Don D.","University of British Columbia Centre for Heart Lung Innovation, St Paul’s Hospital , Vancouver, BC , Canada ;  University of British Columbia Centre for Heart Lung Innovation, St Paul’s Hospital , Vancouver, BC , Canada ;  University of British Columbia Centre for Heart Lung Innovation, St Paul’s Hospital , Vancouver, BC , Canada ;  University of British Columbia Centre for Heart Lung Innovation, St Paul’s Hospital , Vancouver, BC , Canada ;  Prevention of Organ Failure (PROOF) Centre of Excellence , Vancouver, BC , Canada ;  Prevention of Organ Failure (PROOF) Centre of Excellence , Vancouver, BC , Canada ;  Department of Computer Science, University of British Columbia Centre , Vancouver, BC , Canada ;  University of British Columbia Centre for Heart Lung Innovation, St Paul’s Hospital , Vancouver, BC , Canada ;  Prevention of Organ Failure (PROOF) Centre of Excellence , Vancouver, BC , Canada ;  University of British Columbia Centre for Heart Lung Innovation, St Paul’s Hospital , Vancouver, BC , Canada ;  Prevention of Organ Failure (PROOF) Centre of Excellence , Vancouver, BC , Canada ;  GlaxoSmithKline , King of Prussia, PA ;  Division of Pulmonary and Critical Care Medicine, University of Nebraska Medical Center , Omaha, NE ;  University of British Columbia Centre for Heart Lung Innovation, St Paul’s Hospital , Vancouver, BC , Canada ;  Respiratory Division, Department of Medicine, University of British Columbia , Vancouver, BC , Canada University of British Columbia Centre for Heart Lung Innovation, St Paul’s Hospital , Vancouver, BC , Canada ;  Respiratory Division, Department of Medicine, University of British Columbia , Vancouver, BC , Canada"
Nicotine & Tobacco Research,2016,"Does a Race-Gender-Age Crossover Effect Exist in Current Cigarette Smoking Between Non-Hispanic Blacks and Non-Hispanic Whites? United States, 2001–2013",article,['gender'],"Introduction: For years, national US surveys have found a lower prevalence of cigarette smoking among non-Hispanic (NH) black adolescents and young adults than their NH white counterparts while finding either similar or higher prevalence in NH blacks among older adults. We present results from four US surveys, including one supplemented by cotinine data, to determine if a race-gender-age crossover effect exists between NH black and NH white current cigarette smokers. Methods: We present NH black and NH white current cigarette smoking estimates in the National Youth Tobacco Survey (2004–2013), National Survey on Drug Use and Health (2002–2013), National Health Interview Survey (2001–2013), and National Health and Nutrition Examination Survey (2001–2012). Results: All surveys consistently found that NH black females aged 12–25 years had a lower smoking prevalence than NH white females of the same age while NH black males aged 26 years or older had a higher smoking prevalence than NH white males of the same age. Results were inconsistent between surveys for current smoking estimates for males 12–25 years and females aged 26 years or older. Conclusion: Our results are inconclusive in consistently detecting the existence of a race-gender-age crossover effect for current cigarette smoking between NH blacks and NH whites. National birth cohort studies are better suited to detect a race-gender-age crossover effect in smoking prevalence between these two racial groups. ",,http://dx.doi.org/10.1093/ntr/ntv150,"Caraballo, Ralph S.; Sharapova, Saida R.; Asman, Katherine J.",
Nicotine & Tobacco Research,2016,Cigarette Smoking Among Inmates by Race/Ethnicity: Impact of Excluding African American Young Adult Men From National Prevalence Estimates,article,['sex'],"Introduction: Cigarette smoking prevalence is more than two times greater among incarcerated adults, a population usually excluded from national health surveys. African American young adult (18–25) men are less likely to smoke cigarettes than their white counterparts. However, they are two and a-half-times more likely to be incarcerated. This study estimated smoking prevalence with noninstitutionalized and incarcerated samples combined to determine if excluding incarcerated adults impacts smoking prevalence for certain populations. Methods:  The Bureau of Justice Statistics last fielded the Survey of Inmates in State and Federal Correction Facilities in 2003–2004. We combined data from Survey of Inmates in State and Federal Correction Facilities ( n = 17 910) and the 2003 and 2004 National Health Interview Survey ( n = 61 470) to calculate combined cigarette smoking estimates by race/ethnicity, sex, and age.  Results: Inmates represented the greatest proportion of smokers among African American men. Among African American young adult men, inmates represented 15.2% of all smokers in the combined population, compared to 2.0% among white young adult men. Cigarette smoking prevalence was 17.6% in the noninstitutionalized population of young adult African American men and 19.7% in the combined population. Among white young adult men, cigarette smoking prevalence was 29.8% in the noninstitutionalized population, and 30.2% in the combined population. There was little difference in estimates among women. Conclusions: The exclusion of incarcerated African American young adult men may result in a small underestimation of cigarette smoking prevalence in this population. Increasing access to smoking cessation support among inmates may reduce smoking prevalence in disproportionately incarcerated segments of the US population. Implications: The exclusion of incarcerated adults from national survey data should be considered when examining differences in cigarette smoking prevalence estimates between African American and white young adult men. Approximately one in six African American young adult men who smoke were incarcerated. Increasing access to smoking cessation support among inmates may reduce smoking prevalence among disproportionately incarcerated segments of the population. ",,http://dx.doi.org/10.1093/ntr/ntv157,"Kennedy, Sara M.; Sharapova, Saida R.; Beasley, Derrick D.; Hsia, Jason","Biostatistics and Epidemiology Division, RTI International , Atlanta, GA ;  Office on Smoking and Health, Centers for Disease Control and Prevention , Atlanta, GA ;  Rollins School of Public Health, Emory University , Atlanta, GA Office on Smoking and Health, Centers for Disease Control and Prevention , Atlanta, GA ;"
Nicotine & Tobacco Research,2017,Association of Cigarette Smoking With Depression and Anxiety: A Systematic Review,article,['gender'],"Background: Many studies report a positive association between smoking and mental illness. However, the literature remains mixed regarding the direction of this association. We therefore conducted a systematic review evaluating the association of smoking and depression and/or anxiety in longitudinal studies. Methods: Studies were identified by searching PubMed, Scopus, and Web of Science and were included if they: (1) used human participants, (2) were longitudinal, (3) reported primary data, (4) had smoking as an exposure and depression and/or anxiety as an outcome, or (5) had depression and/or anxiety as the exposure and smoking as an outcome. Results: Outcomes from 148 studies were categorized into: smoking onset, smoking status, smoking heaviness, tobacco dependence, and smoking trajectory. The results for each category varied substantially, with evidence for positive associations in both directions (smoking to later mental health and mental health to later smoking) as well as null findings. Overall, nearly half the studies reported that baseline depression/anxiety was associated with some type of later smoking behavior, while over a third found evidence that a smoking exposure was associated with later depression/anxiety. However, there were few studies directly supporting a bidirectional model of smoking and anxiety, and very few studies reporting null results. Conclusions: The literature on the prospective association between smoking and depression and anxiety is inconsistent in terms of the direction of association most strongly supported. This suggests the need for future studies that employ different methodologies, such as Mendelian randomization (MR), which will allow us to draw stronger causal inferences. Implications: We systematically reviewed longitudinal studies on the association of different aspects of smoking behavior with depression and anxiety. The results varied considerably, with evidence for smoking both associated with subsequent depression and anxiety, and vice versa. Few studies supported a bidirectional relationship, or reported null results, and no clear patterns by gender, ethnicity, clinical status, length to follow-up, or diagnostic test. Suggesting that despite advantages of longitudinal studies, they cannot alone provide strong evidence of causality. Therefore, future studies investigating this association should employ different methods allowing for stronger causal inferences to be made, such as MR. ",,http://dx.doi.org/10.1093/ntr/ntw140,"Fluharty, Meg; Taylor, Amy E.; Grabski, Meryem; Munafò, Marcus R.","MRC Integrative Epidemiology Unit (IEU), University of Bristol, Bristol, United Kingdom; UK Centre for Tobacco and Alcohol Studies, School of Experimental Psychology, University of Bristol, Bristol, United Kingdom MRC Integrative Epidemiology Unit (IEU), University of Bristol, Bristol, United Kingdom; UK Centre for Tobacco and Alcohol Studies, School of Experimental Psychology, University of Bristol, Bristol, United Kingdom MRC Integrative Epidemiology Unit (IEU), University of Bristol, Bristol, United Kingdom; UK Centre for Tobacco and Alcohol Studies, School of Experimental Psychology, University of Bristol, Bristol, United Kingdom MRC Integrative Epidemiology Unit (IEU), University of Bristol, Bristol, United Kingdom; UK Centre for Tobacco and Alcohol Studies, School of Experimental Psychology, University of Bristol, Bristol, United Kingdom"
Nicotine & Tobacco Research,2017,Secondhand Smoke Exposure and Low Blood Lead Levels in Association With Attention-Deficit Hyperactivity Disorder and Its Symptom Domain in Children: A Community-Based Case–Control Study,article,['gender'],"Aim: Secondhand smoke (SHS) is a major indoor pollutant. We examined the possible association between exposure to both SHS and low levels of lead and attention-deficit–hyperactivity disorder (ADHD) and its symptom domain in children. Methods: This case–control study was based on the results of a community survey using the ADHD rating scale conducted in 49 elementary schools. Both cases and control subjects were confirmed by a child psychiatrist. Each case was matched with one control subject according to gender, school, and grade in school. Using a multivariate conditional logistic regression model, we analyzed 214 case–control pairs of children who ranged in age from 6 to 10 years. Urine and blood levels of cotinine and of lead were determined, and information pertaining to SHS exposure was obtained by means of a questionnaire. Results: Exposure to low levels of lead (geometric mean = 1.65 µg/dL) was related to ADHD, particularly inattention (odds ratio [OR] = 1.67, 95% confidence interval [CI] = 1.07–2.59), whereas SHS exposure was associated mainly with hyperactivity/impulsivity (OR = 3.85, 95% CI = 1.55–9.56). In the pathway from blood lead to hyperactivity/impulsivity, children’s SHS exposure mediated and indirectly accounted for about 73% of this relationship. The combined exposure to lead and SHS synergistically increased the risk of ADHD, evident as both inattention and hyperactivity/impulsivity. Conclusion: SHS, which is associated with hyperactivity/impulsivity in particular, combined with exposure to low blood levels of lead synergistically increased the risk of ADHD. Therefore, the exposure of children to both SHS and lead needs to be reduced. Implications: Although exposure to low levels of lead has been shown to be associated with ADHD, there is little evidence of symptom domain specificity. In our study, low blood lead levels were related to inattention. In addition, prenatal or postnatal exposure to SHS increased the risk of ADHD, particularly hyperactivity/impulsivity. Combined exposure to lead and SHS synergistically increased the risk for both these ADHD symptom domains. To protect children from environmental risk factors related to ADHD, it is necessary to further reduce children’s exposure to SHS and lead, even in those with low blood lead levels. ",,http://dx.doi.org/10.1093/ntr/ntw152,"Joo, Hyunjoo; Lim, Myung-Ho; Ha, Mina; Kwon, Ho-Jang; Yoo, Seung Jin; Choi, Kyung-Hwa; Paik, Ki-Chung","Department of Public Health, Graduate School of Dankook University, Cheonan, Chungnam, Republic of Korea; Department of Psychology, Dankook University College of Public Service, Cheonan, Republic of Korea; Environmental Health Center, Dankook University Medical Center, Cheonan, Republic of Korea; Environmental Health Center, Dankook University Medical Center, Cheonan, Republic of Korea; Department of Preventive Medicine, Dankook University College of Medicine, Cheonan, Republic of Korea; Environmental Health Center, Dankook University Medical Center, Cheonan, Republic of Korea; Department of Preventive Medicine, Dankook University College of Medicine, Cheonan, Republic of Korea; Environmental Health Center, Dankook University Medical Center, Cheonan, Republic of Korea; Department of Preventive Medicine, Dankook University College of Medicine, Cheonan, Republic of Korea; Environmental Health Center, Dankook University Medical Center, Cheonan, Republic of Korea; Department of Psychiatry, Dankook University College of Medicine, Cheonan, Republic of Korea"
Nicotine & Tobacco Research,2017,Daily Smoking and Subjective Health Complaints in Adolescence,article,['gender'],"Introduction: Using data from the Health Behaviour in School-aged Children survey, this study used a repeated cross-sectional design to examine associations between daily smoking, gender, and self-reported health complaints in five cohorts of adolescents over a 16-year period. Methods: Data were from nationally representative cohorts of 15-year-old youth in Norway in 1993/1994, 1997/1998, 2001/2002, 2005/2006, and 2009/2010 (ntotal = 7761). Dependent variables were psychological, somatic, and total health complaints. A mixed GLM model examined main and interaction effects of smoking (daily, intermittent, nonsmoking), year, and gender in predicting complaints. Time periods were segmented to compare trends across smoking groups in specific periods. Results: Prevalence of daily smoking declined from 15.5% (1993/1994) to 6.0% (2009/2010). All health complaint scores were significantly higher for smokers and for girls (vs. boys). Smoking status by year interactions were significant for all complaint variables during the period of sharpest decline of daily smoking prevalence (2001/2002–2005/2006), with daily smokers experiencing increases in health complaints while intermittent and nonsmokers did not. Smoking status by gender interactions were significant for all health complaint variables, indicating that the main effect for gender (females higher) was even stronger among smokers compared with nonsmokers. Using year as unit of analysis, the size of mean differences between daily smokers and intermittent/nonsmokers in total complaints was significantly negatively correlated with daily smoking prevalence (−.963, n = 5, p < .01). Conclusions: As prevalence of daily smoking declined, daily smokers reported higher levels of complaints, suggesting increasing health problems within this group. Girls who smoke daily had particularly elevated levels of complaints. Implications: This study indicates that the relationship between daily smoking and concurrent health symptomatology in adolescents is changing over time, with higher levels of health complaints reported as overall smoking prevalence declines. To our knowledge, this finding has not previously been reported. If youth are smoking to cope with distress, pain, or other health concerns, tobacco control objectives will be increasingly difficult to achieve with adolescents. Levels of health complaints are particularly high among girls who are daily smokers. The findings suggest that restrictive measures and persuasive communications may not be sufficient tobacco prevention strategies for adolescent populations. Young smokers may need counseling and support. ",,http://dx.doi.org/10.1093/ntr/ntw133,"Braverman, Marc T.; Stawski, Robert S.; Samdal, Oddrun; Aarø, Leif Edvard","School of Social and Behavioral Health Sciences, Oregon State University, Corvallis, OR; School of Social and Behavioral Health Sciences, Oregon State University, Corvallis, OR; Department of Health Promotion and Development, University of Bergen, Bergen, Norway; Department of Health Promotion, Norwegian Institute of Public Health, Bergen, Norway"
Nicotine & Tobacco Research,2017,Prenatal Tobacco Exposure Shortens Telomere Length in Children,article,['gender'],"Introduction: Preliminary evidence suggests a possible association between prenatal tobacco exposure and telomere length in children. This study was conducted to investigate whether maternal smoking during pregnancy was associated with telomere shortening in their children and whether prenatal and childhood exposure to environmental tobacco had any impact on this association. Methods: This is a population-representative study on the association between prenatal tobacco exposure and telomere length in children. Ninety-eight Hong Kong Chinese children aged under 15 years with prenatal tobacco exposure and 98 age- and gender-matched controls were recruited from a population health study with stratified random sampling. Results: Telomere length in children with prenatal tobacco exposure was significantly shorter than in those with no exposure (mean T/S ratio = 24.9 [SD = 8.58] in exposed vs. 28.97 [14.15] in control groups; P = 0.02). A negative dose–response relationship was observed between the T/S ratio and tobacco exposure duration: the longer the duration of maternal smoking in pregnancy, the shorter the child’s telomere length. The association between the child’s telomere length and prenatal tobacco exposure remained significant after considering the influence of family socioeconomic status and exposure to environmental tobacco smoke during pregnancy and childhood. Conclusions: Prenatal tobacco exposure was associated with telomere shortening in children. As this may impose significant health impacts through fetal genetic programming, more efforts should be made to reduce fetal tobacco exposure by educating pregnant women to not smoke and motivating smokers to quit in early pregnancy. Implications: As reflected by telomere shortening, prenatal tobacco exposure in children can cause premature aging and increased health risks, which we suggest is entirely preventable. Not smoking during pregnancy or quitting smoking is critical to improving the health outcome of our future generations as prenatal tobacco exposure may affect children’s biological programming. ",,http://dx.doi.org/10.1093/ntr/ntw139,"Ip, Patrick; Chung, Brian Hon Yin; Ho, Frederick Ka Wing; Chan, Godfrey Chi Fung; Deng, Wen; Wong, Wilfred Hing Sang; Lee, So Lun; Chan, Purdy Ying Ting; Ying, Dingge; Wong, Wai Lap; Tung, Keith Tsz Suen; Lau, Yu Lung","Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China; Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China; Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China; Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China; School of Nursing, University of Hong Kong, Hong Kong, China; Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China; Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China; Child Assessment Service, Department of Health, Government of the Hong Kong Special Administrative Region, Hong Kong, China Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China; Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China; Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China; Department Paediatrics and Adolescent Medicine, University of Hong Kong, Hong Kong, China;"
Nicotine & Tobacco Research,2017,Is the Effect of Anhedonia on Smoking Cessation Greater for Women Versus Men?,article,['gender'],"Introduction: Anhedonia has been recognized as a major risk factor for smoking persistence. Potential gender differences in the effect of anhedonia on smoking cessation have not been studied. Using data from a completed clinical trial of maintenance nicotine patch therapy, we hypothesized that gender would moderate the effect of anhedonia on short-term abstinence, such that anhedonic women would be less likely to achieve abstinence. Methods: Participants (N = 525; 50% female, 48.2% Black/African American, average age: 46 years) received 21mg/day nicotine patch and four brief behavior counseling sessions over 8 weeks. Participants were classified at baseline using the Snaith–Hamilton Pleasure Scale as anhedonic (scores > 2) or hedonic (scores ≤ 2). Bioverified 7-day point prevalence abstinence was measured at week 8. Using logistic regression analysis, we tested the interaction of anhedonia by gender predicting abstinence, adjusting for age, race, nicotine dependence, and baseline depressive symptomatology. Results: Seventy participants (13%) were classified as anhedonic. Men were more likely to be anhedonic than women (16.6% vs. 10.2%, p = .03). Contrary to our hypothesis, the interaction of anhedonic status (hedonic vs. anhedonic) by gender was nonsignificant (p = .18). There was a main effect of hedonic capacity, such that anhedonia predicted abstinence, odds ratio = 3.24, 95% confidence interval = 1.39–7.51, p = .006. Conclusion: Both male and female anhedonic smokers were more likely to be abstinent, which contrasts with prior research indicating that anhedonia is a risk factor for difficulty quitting. This unexpected finding may be explained by a possible selective benefit of nicotine patch therapy, which has been observed in some studies to have antidepressant effects. Implications: This is the first study to examine whether the association between pretreatment anhedonia and smoking cessation differs by gender. For both women and men, anhedonia was associated with a greater likelihood of abstinence after 8 weeks of treatment with 21mg/day nicotine patch and behavior counseling. Our findings indicate that the association between anhedonia and smoking cessation is not as clear as has been assumed and may depend in part on the type of treatment delivered. ",,http://dx.doi.org/10.1093/ntr/ntw148,"Powers, Jessica M.; Carroll, Allison J.; Veluz-Wilkins, Anna K.; Blazekovic, Sonja; Gariti, Peter; Leone, Frank T.; Schnoll, Robert A.; Hitsman, Brian","Department of Preventive Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL; Department of Preventive Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL; Department of Preventive Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL; Department of Psychiatry, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA; Department of Psychiatry, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA; Pulmonary, Allergy, and Critical Care Division, University of Pennsylvania Presbyterian Medical Center, Philadelphia, PA; Department of Psychiatry and Abramson Cancer Center, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA Department of Preventive Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL;"
Nicotine & Tobacco Research,2017,Attenuated Positive Psychotic Symptoms in Relation to Cigarette Smoking in a Nonclinical Population,article,['sex'],"Introduction: This study explored the association between cigarette smoking and attenuated positive psychotic symptoms in a young adult nonclinical sample. Methods: Undergraduates (N = 930), aged 18–35 years (26.3% male), completed a battery of self-report measures assessing subthreshold psychotic symptoms, cigarette smoking behavior/dependence, and drug use. Results: Individuals endorsing a greater number of attenuated positive psychotic symptoms were more likely to be smokers. Exploratory analyses indicated that the odds of being a smoker were two times greater for those at potential higher risk for psychosis compared with individuals at lower risk. Results were consistent after adjusting for sex and other drug use. Conclusions: In line with findings from psychotic populations, results suggest that attenuated positive psychotic symptoms, particularly those endorsed as distressing in a nonclinical, undergraduate population, are related to cigarette smoking. Implications: Even in nonclinical, undergraduate populations, subthreshold psychotic symptoms are related to cigarette smoking, and cigarette smokers are twice as likely to be considered at potentially higher risk for psychosis compared with noncigarette smokers. In summary, there may be a threshold whereby psychotic symptoms confer increased risk for nicotine consumption, with endorsement of a greater number of distressing subthreshold psychotic symptoms increasing the likelihood of cigarette use. ",,http://dx.doi.org/10.1093/ntr/ntw240,"Wolfe, Rebecca M.; Reeves, Lauren E.; Gibson, Lauren E.; Cooper, Shanna; Ellman, Lauren M.","Department of Psychology, Temple University, Philadelphia, PA Department of Psychology, Temple University, Philadelphia, PA Department of Psychology, Temple University, Philadelphia, PA Department of Psychology, Temple University, Philadelphia, PA Department of Psychology, Temple University, Philadelphia, PA"
Nicotine & Tobacco Research,2017,Can Smoke-Free Policies Reduce Tobacco Use Disparities of Sexual and Gender Minorities in Missouri?,article,"['gender', 'gender minority', 'sexual and gender minority']","Objective The purpose of this study is to explore the associations between smoke-free policies, current and former smoking status, personal smoking restrictions, and intention to quit among sexual and gender minority (SGM) and non-SGM individuals in Missouri. Aims and Methods The current analysis derives from the Out, Proud and Healthy project. Chi-squares examined differences between SGM (N = 2210) and non-SGM (N = 586) respondents and former (N = 836) and current (N = 1960) smokers on smoking-related variables. Odds ratios and 95% confidence intervals from logistic regression identified variables associated with former (vs. current) smoking. Results SGM current smokers (25%) were significantly more likely than SGM former smokers (19%) to live in a community without a smoke-free policy. Among SGM current smokers, significantly greater intention to quit was seen in those living in a smoke-free community with a smoke-free policy of two or more years (94%) compared with those living in a community without a smoke-free policy (76%). Conclusions Living in an area with smoke-free policies is related to greater intention to quit among SGM current smokers, greater support for smoke-free policies, and lower smoking prevalence for this community. The SGM community may collectively accrue greater public health benefits from the adoption of smoke-free policies than the non-SGM community. Implications Prior to this study, no data are available regarding current and former smoking status among SGM individuals following the implementation of a local smoke-free policy. The purpose of this study was to explore the relationship between smoke-free policies, current and former smoking status, and intention to quit among SGM and non-SGM individuals in Missouri. This study finds evidence of lower current smoking prevalence and greater intentions to quit among SGM current smokers who live in communities with smoke-free policies. The SGM community may collectively accrue greater public health benefits from the adoption of smoke-free policies than the non-SGM community. ",,http://dx.doi.org/10.1093/ntr/ntx078,"Wintemberg, Jenna; McElroy, Jane A; Ge, Bin; Everett, Kevin D","Department of Health Sciences, University of Missouri, Columbia, MO; Department of Family and Community Medicine, University of Missouri, Columbia, MO; Department of Medical Research, University of Missouri, Columbia, MO Department of Family and Community Medicine, University of Missouri, Columbia, MO;"
Nicotine & Tobacco Research,2017,Declines and Plateaux in Smoking Prevalence Over Three Decades in Fiji,article,['sex'],"Objectives To examine trends from 1980 to 2011 in daily tobacco smoking by sex, ethnicity, age, and urban/rural in Fiji Melanesian (i-Taukei) and Indian adults aged 25–64 years. Methods Unit record data from five population-based surveys (n = 14 528) allowed classification of participants as: (1) never-smoker, ex-smoker, or non-daily smoker; or (2) daily smoker, reporting smoking <20 or ≥20 tobacco products (cigarettes/cigars/pipes) a day. Trends were examined using spline analyses. Results Over 1980–2011 the prevalence of reported daily tobacco smoking decreased significantly in both sexes and ethnicities, with the greatest decline during 1980–2000. Declines were from 81.7% to 27.0% in i-Taukei men; 55.3% to 26.3% in Indian men; 48.1% to 9.5% in i-Taukei women; and 13.8% to 1.3% in Indian women (p < .0001). Declines were consistent across all age groups in men, while there were greater declines among older age groups in women; and greater declines from higher prevalences in rural compared to urban areas in both sexes and ethnicities. Smoking ≥20 tobacco products per day declined significantly in i-Taukei men from 8.0% to 1.9% (p < .0001); there were also declines in Indian men (4.6% to 2.0%) and i-Taukei women (2.6% to 0.6%), but these were not statistically significant; and Indian women remained <0.2% throughout the period. Conclusions Significant declines in daily tobacco smoking have occurred in Fiji in both sexes and ethnicities during the past 30 years, which is consistent with declines in tobacco apparent consumption and household expenditure. However, prevalence remains high in men at around 27% in 2011, with plateau at this level in i-Taukei. Implications This is the first study to show nationally representative population trends in tobacco smoking in a developing country over such a long period (>30 years) based on empirical unit record data (n = 14 528). Cardiovascular disease is a leading cause of mortality throughout the Pacific Island region. This is the first study to show evidence of substantial declines over several decades in a cardiovascular disease risk factor in a Pacific Island country, and provides important evidence for further research into the interventions and events which may have facilitated this decline. ",,http://dx.doi.org/10.1093/ntr/ntw292,"Linhart, Christine; Tukana, Isimeli; Lin, Sophia; Taylor, Richard; Morrell, Stephen; Vatucawaqa, Penina; Magliano, Dianna J; Zimmet, Paul","School of Public Health and Community Medicine, University of New South Wales, Sydney, Australia; Ministry of Health, Suva, Fiji; School of Public Health and Community Medicine, University of New South Wales, Sydney, Australia; School of Public Health and Community Medicine, University of New South Wales, Sydney, Australia; School of Public Health and Community Medicine, University of New South Wales, Sydney, Australia; National Food and Nutrition Centre, Suva, Fiji; Baker IDI Heart and Diabetes Institute, Melbourne, Australia Baker IDI Heart and Diabetes Institute, Melbourne, Australia"
